,checkin,checkout,location,price
0,2023-08-04,2023-08-05,마카오,243171
1,2023-08-04,2023-08-05,마카오,205759
2,2023-08-04,2023-08-05,마카오,374109
3,2023-08-04,2023-08-05,마카오,261877
4,2023-08-04,2023-08-05,마카오,454016
5,2023-08-04,2023-08-05,마카오,448604
6,2023-08-04,2023-08-05,마카오,611731
7,2023-08-04,2023-08-05,마카오,748219
8,2023-08-04,2023-08-05,마카오,520992
9,2023-08-04,2023-08-05,마카오,521195
10,2023-08-04,2023-08-05,마카오,1777019
11,2023-08-04,2023-08-05,마카오,726426
12,2023-08-04,2023-08-05,마카오,734079
13,2023-08-04,2023-08-05,마카오,611731
14,2023-08-04,2023-08-05,마카오,713687
15,2023-08-04,2023-08-05,마카오,713687
16,2023-08-04,2023-08-05,마카오,917598
17,2023-08-04,2023-08-05,마카오,713687
